nums,mark1,mark2,ratio
"[12.803833026929336, 13.762799701436556, 20.43928957765787, 5.011984311304442, 9.931209063473627, 24.76736723201226, 7.573966731971698, 5.70955035521421]",6,4,0.762642965580926
"[12.252576868612474, 18.412832890965593, 35.60041938234474, 12.511383071277164, 5.157725731926524, 16.065062054873493]",0,5,0.7626846897174315
"[12.993917445399362, 10.790326994300758, 16.914771662903927, 21.21896124306299, 21.045533598327022, 17.036489056005934]",5,0,0.7627109906673271
"[3.424969519665302, 19.20827864498441, 18.10727343083756, 6.43374941076041, 14.650437622253571, 11.373587929843664, 14.344425972368336, 12.457277469286748]",1,4,0.7627147592467395
"[20.311018096660636, 10.95012036419487, 19.527230816680913, 9.347480935482746, 10.706490098026173, 14.037291716291966, 15.12036797266269]",4,5,0.762717646282153
"[19.416996981420752, 7.410280100336329, 28.126080278910848, 20.33870854769156, 9.714752236517995, 8.492072416134683, 6.501109438987831]",1,4,0.7627863191899945
"[10.186993321548497, 18.213113018281042, 16.342939118111083, 14.966131070048561, 13.349447707799923, 14.419123242267093, 12.522252521943795]",4,0,0.7631022304837644
"[6.893006386180963, 10.969773532542275, 27.73211304300772, 20.421810322826648, 26.755076247610408, 7.228220467832006]",3,4,0.7632873154174096
"[4.575001408305337, 7.51871662779231, 29.26495890848607, 12.989657796457386, 5.990793926295191, 8.723690166304285, 3.237729073085748, 27.699452093273674]",0,4,0.7636719714601494
"[12.341098606363008, 13.402425582928847, 29.41682301970807, 4.025075131564384, 22.46586974674223, 18.348707912693452]",2,4,0.7637082268092313
"[7.863374089063479, 18.052066788071503, 9.131755492721958, 23.632186015669177, 8.450781771037933, 16.77838752787893, 16.09144831555703]",1,3,0.7638762988790876
"[13.46021905812278, 10.332411043440613, 17.669755129421116, 18.1250819347451, 14.869254507950313, 14.179703881348944, 11.363574444971134]",6,4,0.7642329639925958
"[4.02729257948634, 6.8415965195719135, 17.983924337691683, 18.53974831494851, 3.045434580253331, 12.773981394110708, 8.88862239230962, 13.728302294372755, 14.171097587255149]",3,8,0.764362997087132
"[5.647253188193198, 4.317752834777542, 12.776674025038897, 21.036205528990912, 15.292732270274016, 16.65589198176259, 10.658514504783247, 13.614975666179605]",0,1,0.7645757487560034
"[12.151149984376302, 3.0226911292523075, 25.78075988725415, 19.712972095315557, 8.28650080667189, 31.0459260971298]",2,3,0.7646389082992674
"[6.757643498535451, 16.07168238226531, 21.013956083791477, 17.10349085052734, 18.0981377200314, 4.227055532991331, 16.728033931857695]",1,2,0.7648099347967015
"[27.700988762535715, 6.774528451340961, 4.756459772161254, 26.335663229294173, 34.432359784667895]",4,3,0.7648521156839493
"[20.159920942716745, 11.926622738833261, 11.479226969156406, 15.00543599137367, 17.891484715210083, 23.537308642709817]",2,3,0.765004560730897
"[26.951972341907258, 8.301037035785718, 22.068655158722837, 13.584416619706394, 13.84636067448261, 4.649012614607008, 10.59854555478817]",4,6,0.7654390784663133
"[7.55400859315155, 9.358530895349187, 12.22394291860343, 15.785866700117207, 25.211647696099536, 22.932813614254687, 6.933189582424398]",1,2,0.7655901993052162
"[8.132138298807954, 23.681638895705284, 24.12264231004981, 12.556214905036075, 31.507365590400884]",4,2,0.7656191451753451
"[25.242056701376125, 19.328775744563067, 21.879676476447674, 4.2731231511372245, 29.276367926475906]",0,1,0.7657369592830887
"[7.146953750210437, 29.524295173950744, 11.355390870846627, 13.422029979652654, 38.551330225339555]",4,1,0.7658437465419703
"[7.297723475492941, 5.783158763330439, 16.076839407599614, 26.573623684171984, 9.580265835277883, 34.68838883412713]",3,5,0.7660668188206055
"[25.769634859878124, 31.755903874460312, 19.74369186742966, 11.281112667755108, 3.9207208128099404, 7.528935917666853]",2,0,0.7661611029719898
"[5.320910740229109, 11.110224983502274, 22.70319578282324, 31.234018163261396, 29.63165033018398]",4,2,0.7661806051921739
"[4.932605521325379, 14.13889161953688, 17.539328412703224, 19.55784556802201, 30.390115254391354, 13.441213624021144]",2,5,0.7663471090652516
"[10.203354298069375, 30.967892601364323, 28.509335406501773, 21.863366541369288, 8.456051152695256]",2,3,0.7668844688811364
"[23.17695062684436, 12.065574528133302, 6.532615685632786, 16.395760807650795, 15.730209822977825, 8.637165407613692, 17.461723121147266]",1,4,0.767032014443226
"[16.050776553922802, 30.818282405717294, 21.290304609388237, 4.167475839569714, 20.925516433725587, 6.747644157676352]",0,4,0.7670432701031845
"[27.82153224591855, 21.35096208756912, 22.17666317448746, 3.883350579060756, 24.767491912964108]",1,0,0.7674258160494136
"[19.912471808231164, 7.323084409187072, 10.995262460970265, 9.741184043441882, 18.275756147502538, 7.822966759818372, 25.929274370848702]",6,0,0.7679532995577385
"[8.183818575375273, 17.240084632189387, 6.213574439209411, 16.958626136495383, 4.587084677309058, 22.076451505255573, 13.77661203621841, 10.963747997947515]",5,3,0.7681771743279563
"[22.901301265075844, 17.592305946699867, 10.072043720855243, 23.327434351121976, 26.106914716247083]",0,1,0.7681793162350945
"[8.300459977152975, 13.453040055645314, 17.51286738412521, 8.554752182762924, 14.339814178898653, 12.874498549445928, 21.603896399772747, 3.360671272196234]",2,1,0.7681803191086809
"[21.568535767696254, 14.259540879392318, 18.340678670979678, 11.26089939156574, 10.69675299197206, 23.87359229839396]",5,2,0.7682412617984393
"[17.618427011301872, 4.146119055688191, 12.63444486795734, 7.189514922589166, 16.915738670878305, 13.816965341947448, 13.039941634737167, 10.018154438799145, 4.620694056101383]",6,7,0.7682668158660874
"[11.916032107806585, 12.661711684252799, 7.686045942027054, 12.158508109860355, 14.394814823663246, 11.060109330810942, 3.1674638830906536, 13.064563310416231, 13.89075080807214]",5,4,0.7683398130714073
"[15.909226173884656, 14.475635629965165, 20.3978872705167, 28.513805430085355, 20.703445495548127]",4,0,0.7684337458374079
"[12.149027956320706, 17.45337045591177, 31.721585757603016, 9.870817815991137, 6.092810410400495, 22.712387603772886]",1,5,0.7684515939228023
"[31.67993023612298, 22.22336454349395, 9.032405630748912, 30.123015874789143, 6.941283714845012]",2,4,0.7684867131315363
"[6.199142784162366, 10.044212343797348, 6.563702094081518, 19.159250172728164, 18.213530851859865, 13.066683077491373, 9.225160075778076, 17.52831860010129]",5,1,0.7686887547689495
"[28.930808993256633, 9.25351428230386, 6.395104934081752, 31.33012348165553, 24.09044830870221]",3,4,0.7689228650122523
"[13.861582555353431, 18.579552071665805, 10.659094562987258, 13.964417238537992, 17.464329129041886, 14.35240364702329, 11.118620795390333]",0,2,0.7689666400226898
"[27.443948831514266, 12.550150690310433, 4.264943359807441, 21.634165172258413, 17.78748245932821, 16.31930948678123]",1,5,0.7690368701246921
"[14.804838690191318, 10.825048088462502, 5.197622331018256, 22.697595474312482, 4.421707891075454, 7.096380120859802, 14.075078681478187, 20.881728722602]",6,1,0.7690932557774972
"[19.799132863486108, 8.329395594306135, 25.73840490719008, 21.232269514669426, 24.90079712034824]",0,2,0.7692447505927291
"[18.692555343117746, 14.869334681123894, 18.948644993846287, 19.325816529862895, 28.163648452049177]",3,1,0.7694026618822187
"[18.208064813552742, 3.8241950950641246, 4.224251182313117, 28.26405187573008, 11.251951384391838, 10.708281402014695, 9.606454961760999, 13.91274928517241]",5,7,0.769674000625247
"[3.050010745585704, 3.4779186366614283, 15.521725903167367, 11.170866967390742, 20.164870707533957, 18.762488863048343, 13.069196313243316, 14.782921863369154]",4,2,0.7697409087462272
"[25.1180699485195, 4.774054085461579, 26.445919447013484, 20.54053404981453, 10.059705634285542, 13.061716834905367]",5,4,0.7701671810402883
"[5.255452487321657, 36.34254655189762, 31.073028410704545, 20.507060330166723, 6.821912219909457]",4,0,0.7703782045133687
"[8.753961069340562, 20.272078929625433, 3.6908330903881206, 12.636941804298935, 15.409823096166479, 19.264813917342003, 10.234847925090437, 9.736700167748022]",7,3,0.7704949756463795
"[15.318887832213939, 7.4125100010700224, 20.47823203550083, 25.863725196431155, 10.413784691280267, 10.892819157397982, 9.620041086105802]",6,1,0.7705278942910014
"[14.28214033508716, 15.891490254024877, 29.67025777781543, 3.3648323837555343, 24.54082840467959, 12.250450844637415]",1,5,0.7708811853900683
"[24.176988891786962, 15.290074164653507, 19.135366635634668, 21.27182929841011, 11.788520609964966, 8.337220399549787]",4,1,0.770991722016419
"[11.978271046708644, 6.86254726078985, 5.0675755973345975, 13.153791060181094, 11.245681277498589, 10.142818205930816, 11.660145731058, 4.964682643734475, 10.283129001376674, 14.641358175387262]",5,3,0.7710946722146866
"[18.04514715017682, 21.62532863508695, 16.679637538329345, 11.534053885137114, 32.11583279126976]",2,1,0.7713009970755655
"[6.334417227907383, 7.7785424281953945, 9.982448863699469, 14.015138076500644, 13.460533436660596, 15.630224439930478, 12.535399202676214, 20.263296324429813]",7,5,0.7713564560118673
"[16.977797966976024, 6.094711522243815, 11.020914444061406, 7.676780193413023, 14.89949788873264, 3.3070212458021944, 16.052176720633955, 9.948093265487508, 6.941104729900495, 7.0819020227489595]",7,3,0.7716835767961431
"[5.65211661417619, 18.08152984260764, 20.761172772948207, 26.884886816509315, 28.62029395375863]",3,2,0.7722246671389855
"[10.97539558134856, 14.51294564224833, 8.727643379412507, 16.97555894474255, 5.961875541188019, 12.8361619134676, 7.719483514736761, 12.155914888293305, 10.135020594562365]",6,4,0.7723153407616704
"[10.178035485716501, 8.796119326277893, 13.730426318410181, 6.749472806457665, 16.84272061037727, 9.859298444038147, 3.5096637071484964, 5.219106352485762, 14.505765683645606, 10.609391265442456]",9,2,0.7726920504439877
"[23.626408213634267, 26.99507078245, 9.005139572698358, 18.25609246530444, 22.11728896591294]",3,0,0.7726985964277575
"[19.577221143003168, 7.80551375306086, 6.032403282938551, 10.141964684017124, 22.588330087362824, 17.381502360883598, 16.473064688733878]",2,1,0.7728387232131901
"[11.8008097740002, 6.559797408160602, 11.256352052397544, 26.02454732030737, 20.862618761932595, 14.373090082520717, 9.122784600680967]",6,0,0.7730642875695263
"[15.08680500468716, 18.263053624617676, 22.231521545373592, 7.751732541731175, 20.67690487141369, 15.989982412176714]",5,4,0.7733257231493695
"[15.745948832032516, 20.35836021097348, 20.834513206531504, 13.069895161806187, 26.423169115963113, 3.5681134726932013]",0,1,0.773438954260432
"[3.1330143605860283, 15.011603442105276, 16.719680593014225, 11.614737094708916, 6.739889900758736, 6.437043085986996, 18.394161837479686, 9.968005643970908, 11.981864041389223]",3,1,0.7737172873972501
"[16.065572290313625, 8.744980077670979, 13.248409521186298, 3.249614194281929, 5.380037639838093, 4.163216279913411, 15.875670181142011, 10.351226563158072, 12.139302850919876, 10.781970401575713]",5,4,0.7738266084024458
"[8.288920488187884, 17.439415988948966, 30.871671982689953, 18.934575891463723, 24.465415648709463]",3,4,0.7739323199466064
"[16.859658696245955, 11.08931437626417, 13.949395654930948, 14.354371501540053, 5.792367313873368, 19.04713328128455, 11.426040518369382, 7.481718657491573]",4,7,0.7742027706526189
"[13.31239639068647, 21.634676740541, 11.932733770298995, 9.238697945861656, 3.619229087297505, 5.777820794856691, 22.638123965081117, 8.36193254430494, 3.4843887610716364]",2,3,0.7742314647844661
"[5.309419291458135, 11.716606621000729, 20.15536923723416, 10.26369595521558, 21.456574922192683, 7.940036201153719, 15.60730967028298, 7.550988101462027]",6,2,0.7743499752636984
"[14.40481712820578, 15.929761056952856, 15.483633558641815, 35.58217291475109, 18.599615341448466]",0,4,0.7744685502234687
"[15.57952622703828, 3.458943499069488, 20.88952569509809, 5.38694652763333, 20.11466393203351, 22.306001248483867, 12.264392870643428]",0,4,0.7745357456470939
"[4.161685623814618, 12.488565468261083, 6.87366910808764, 14.150359679671626, 16.12330589873078, 15.31964552638359, 12.86944965560355, 18.01331903944709]",4,1,0.7745660565333674
"[26.09282746034009, 7.868320887451373, 18.1400857358946, 24.518082740677944, 10.148089370943257, 13.232593804692744]",4,1,0.7753499796701158
"[24.405973001175962, 18.923407186300086, 12.71621013309536, 3.087335862185019, 27.831132218254382, 13.035941598989183]",0,1,0.7753596705768826
"[28.553560706483648, 11.920845135571948, 22.142504600879146, 24.403237761549807, 12.979851795515444]",0,2,0.7754726224337848
"[10.02835290368648, 20.141943160078842, 23.939334900749145, 21.04870128168535, 18.568549075917176, 6.273118677882999]",4,2,0.7756501654244413
"[7.059594971340525, 8.775783891068592, 10.896449122300819, 6.107386214827535, 9.536971377874584, 14.324106599160055, 11.674234903775709, 7.3171472895766705, 14.023717029387607, 10.284608600687895]",2,8,0.7770014967833853
"[8.739254358165464, 12.784768928846798, 6.791008240754873, 19.849060173825094, 17.365121056613578, 3.8168691077491, 13.05407485798641, 17.599843276058667]",0,2,0.7770695258926454
"[7.166583953409449, 19.993537887920834, 20.44728487043595, 8.148244137143395, 15.539396305449197, 17.078313973326654, 11.626638872314524]",1,4,0.7772209397135951
"[14.977373107861782, 17.398510948071298, 11.643633964991055, 19.102900115926893, 8.20920329813176, 13.560535206745342, 15.107843358271861]",2,0,0.77741496330082
"[20.556503638687598, 17.70002882589113, 7.311280557207287, 13.76563757895781, 24.384762208530407, 16.281787190725765]",3,1,0.7777183706515665
"[9.237689889727612, 19.686499096828868, 15.3187565634817, 11.423031833640627, 8.955883288548971, 5.587553760225751, 9.532367233052067, 13.803872156794679, 6.45434617769972]",2,1,0.7781351314998037
"[18.492924592489253, 13.302715116612735, 16.83751945121907, 15.146213845011022, 15.817507420140439, 3.310462541818635, 17.092657032708857]",6,1,0.7782707563345118
"[16.29992637492455, 3.5810500572164754, 12.694573084702766, 11.009896222631317, 9.857371858377391, 15.369719363311642, 15.131994014924311, 16.05546902391153]",2,0,0.7788116825013284
"[10.92755928477002, 14.828216250110202, 17.66569201995191, 6.209395495938528, 18.250292157177, 3.3745020664735668, 11.548683148216778, 17.195659577361994]",1,6,0.7788315838819082
"[12.517690430646537, 23.10862319625124, 15.273540719155848, 29.669552659947637, 19.430592993998737]",1,3,0.7788665862646014
"[3.9397325293991443, 18.24922011788315, 23.425415382414933, 13.653218343575622, 21.317742731289584, 19.414670895437578]",2,1,0.7790350702418082
"[7.739758440991832, 7.139194387270104, 6.686098257752072, 20.04480778842743, 13.331856128043665, 4.669212292687906, 12.945430029333215, 10.084973165933773, 17.358669509560006]",6,7,0.7790373238341333
"[5.459102122466766, 6.373935395550132, 4.751752143610604, 7.00536173171548, 15.681422453331868, 8.73529238891722, 14.24505886356471, 17.903923119992573, 8.316028407332157, 11.52812337351849]",3,0,0.7792748371224987
"[4.670542627816171, 19.407306802382003, 29.37438389926501, 21.6459319867938, 24.901834683743026]",1,4,0.7793524874314548
"[9.107220123751658, 16.338572215173325, 22.413054630324066, 29.303194467907034, 22.837958562843912]",4,3,0.7793675391894944
"[16.160994564211382, 4.6643884904418815, 22.11927413102993, 17.245240036105088, 19.658957626345227, 20.151145151866498]",2,3,0.7796476472938448
"[21.355241757513728, 5.9715110467662, 21.606385635570692, 24.331761107384526, 16.6611219702334, 10.073978482531441]",4,0,0.7801888716324774
"[14.274300616801058, 19.04392758334793, 19.97535915278817, 18.85824569696548, 12.98655872081177, 14.86160822928558]",1,5,0.7803856722433988
"[21.353722465745083, 27.362958629143826, 16.877884095319732, 8.454723029794117, 3.1208421106192956, 17.59891858368235, 5.230951085695581]",0,1,0.7803879235121013
"[24.090137441504183, 27.672327833900827, 15.531679521432503, 21.60353775769338, 11.102317445469113]",3,1,0.7806910169381309
"[14.404673548865105, 5.469520474798834, 22.159997789131864, 30.671039786483306, 16.04604883727972, 11.248719563441178]",0,5,0.7809076356560282
"[26.177211821958576, 19.957011499706216, 25.162710563464373, 8.255784000391722, 20.447282114479123]",0,4,0.7811100071905694
"[17.878719993631066, 20.07402921213188, 15.68090960617944, 7.596606366775431, 5.096993165101579, 21.211088813494953, 12.461652842685641]",1,2,0.7811540692938005
"[7.091192756139392, 20.485232229281113, 12.009713654970964, 9.127600091841579, 21.896399596035607, 17.112100917218548, 12.277760754512794]",4,5,0.7815029517600114
"[14.122818235866283, 13.483136097180893, 20.83591232280166, 9.862052444401609, 25.411026841290365, 16.285054058459185]",5,2,0.7815858411267036
"[15.901126401702426, 24.56366060702944, 29.310491277432654, 22.927249325608873, 7.29747238822661]",2,3,0.7822198921401737
"[4.315663050453324, 7.3317054562577155, 12.982896757721852, 19.614039655473928, 13.199289603947722, 13.57454340282579, 4.706490857589167, 3.683496742181027, 20.59187447354947]",7,6,0.782641856456903
"[10.14830740901148, 32.99276889172896, 25.821789181197765, 21.373486417399242, 9.663648100662558]",2,1,0.7826499578115463
"[12.317861394746064, 15.596479793938732, 21.871117217149532, 18.377621402225557, 13.216202930083485, 10.444518834282295, 8.17619842757433]",6,5,0.7828219334276459
"[17.974086087978534, 14.63992271560324, 8.919470043624335, 23.94841043833761, 11.393540124522792, 23.124570589933494]",2,4,0.7828532612463959
"[4.795010937773619, 27.292145104896527, 27.854457363198264, 22.466350880603756, 17.592035713527835]",4,3,0.7830393020664453
"[8.574487656633224, 7.605476687315437, 20.98659525507163, 36.03232784577759, 26.80111255520213]",4,2,0.7830494055739528
"[34.0800284543689, 10.615291580563673, 17.503938333577626, 24.083972852793124, 13.716768778696677]",4,2,0.783639002679982
"[5.375179435421195, 27.863488337447844, 17.013325089818935, 15.709564751287306, 4.213695816111884, 9.762380800083246, 20.062365769829587]",0,4,0.7839172378776044
"[18.41399449288978, 18.935172945421883, 7.930598068869238, 31.25029800149474, 23.469936491324354]",0,4,0.7845779429227046
"[19.812719306595195, 13.751205280100915, 20.424327671800302, 17.617696210393913, 16.027389763905962, 12.3666617672037]",2,4,0.7847205558709697
"[21.072418565420772, 12.702812117772005, 6.056923585037893, 15.48035286282507, 18.257786295321672, 8.591621970091326, 7.843650782299722, 9.994433821231548]",6,7,0.7848019130045328
"[19.61256130854182, 23.93861792531363, 27.015837850268614, 8.225988593756878, 21.206994322119037]",2,4,0.7849837728393154
"[9.001278666725604, 5.599964168922116, 16.629930086487565, 11.46267976700403, 22.29592263321665, 24.442127022276285, 10.568097655367763]",0,3,0.7852682662073743
"[11.264707356073785, 9.447262089659606, 11.985005990224794, 6.462861247103322, 16.079936148014404, 7.485243183882258, 8.826268141153646, 14.344344133473609, 14.104371710414576]",7,0,0.7853065466957629
"[11.998048812162638, 15.409635135565171, 23.347330425085943, 7.665549226968484, 10.436138646644096, 18.33604761221526, 6.168981580302255, 6.638268561056143]",5,2,0.7853594941421559
"[20.993124410860517, 16.11497555409929, 9.373709674260722, 3.04375167519513, 15.656533576849666, 19.922673911347093, 14.895231197387593]",5,4,0.7858650724555795
"[10.332567661928826, 28.866813738110483, 13.490228872550878, 19.433407802412, 12.983855680889313, 4.817975129910077, 6.1304235937585725, 3.944727520439868]",5,6,0.7859122711871479
"[21.123459045225793, 3.5947794361984298, 16.469658257630257, 14.542056741959973, 4.619539684340258, 3.884521120890937, 11.429760279334584, 19.04054477848833, 5.295680655931426]",6,3,0.7859796232506026
"[15.447651918502961, 25.847153378311546, 30.086258541460015, 8.302323095233433, 20.316613066492042]",1,4,0.7860290365104498
"[10.022935302165582, 15.88624535018038, 21.582466394865847, 7.878328960769804, 14.427052143677205, 30.20297184834118]",0,3,0.7860301122633797
"[17.94827659674588, 18.14864801009871, 18.815985831322774, 12.539316356269248, 5.692141663808809, 16.10755130479413, 7.241179859035542, 3.5069003779249117]",4,6,0.7860793095349173
"[11.967698592846533, 15.48651271925983, 10.322204400028905, 14.780972284269735, 9.408002935719962, 10.909435741703247, 27.125173326171787]",0,4,0.7861162998659925
"[9.390695894523848, 10.362822038309092, 23.16284202790116, 12.90483914450083, 16.415509877443508, 10.828681658227199, 16.934609359094356]",4,3,0.7861369668592093
"[23.43609466489627, 13.011136521618537, 18.008676958716855, 18.431092933617794, 27.11299892115053]",0,3,0.7864404542291249
"[24.257870713829437, 16.76736040848629, 10.656211158424622, 27.036396276422163, 21.282161442837488]",4,3,0.7871670922872656
"[21.011385519854205, 3.6569565863739957, 6.467659722056957, 15.391221549961577, 16.540702063502298, 9.676038021618952, 14.572840913504203, 12.683195623127816]",4,0,0.7872256709521872
"[23.089466843438128, 12.42258692377242, 21.539131719336574, 14.171281174335462, 10.776809078440046, 18.000724260677373]",5,3,0.7872617217570884
"[10.616216387894438, 7.436935846059217, 15.418312140362586, 9.165483526738692, 12.196176385617816, 10.208907300891367, 9.443514622716247, 9.602642671460467, 15.911811118259175]",4,7,0.7873486220471737
"[20.804811979674845, 28.92243353715334, 16.38620039487868, 8.102254928188009, 15.054430947631442, 10.72986821247368]",0,2,0.7876158847716141
"[22.16089405730455, 3.118374420772167, 7.725092590105362, 3.9543872649216807, 4.676340643827288, 16.10484462823641, 14.12684991571562, 28.13321647911694]",7,0,0.7877127762392332
"[24.97310800248779, 14.123301814559303, 16.941972699805735, 19.675688647913915, 6.7273438867064375, 17.558584948526832]",3,0,0.7878750472690002
"[14.893552740916995, 8.68748446101705, 27.9522525209324, 22.029770124763573, 26.43694015236998]",2,3,0.7881214620634347
"[3.9096124207173317, 19.609742995441984, 18.043218965384778, 5.1695070807488515, 14.222090516063856, 16.358035527200926, 16.80747792364313, 5.880314570799133]",4,2,0.7882235727088603
"[10.805604535470117, 9.092054192515477, 18.681850310155273, 5.218324764156517, 23.850286173483095, 14.733643575784933, 17.618236448434594]",5,2,0.7886608302270717
"[9.620433707707726, 8.844286734823738, 15.736886478215567, 17.45608769881865, 6.2941410676094165, 13.562670231942853, 10.698041844173094, 17.787452236708962]",5,6,0.7887858114382981
"[16.561767454315024, 13.063831674776443, 18.844028225113448, 6.013951247949894, 15.549427903061414, 16.10403537214757, 13.862958122636226]",0,1,0.7887945360187252
"[9.086575063600886, 11.130945909931382, 12.396610660023228, 14.109227325118775, 8.734108927216887, 3.2124945272918906, 13.312905449586147, 4.841691670049988, 10.964702334439846, 12.210738132740966]",1,3,0.7889125076406464
"[19.368549594908206, 28.900829007980064, 14.788231488667709, 24.546952042426405, 12.39543786601762]",0,3,0.789040918865692
"[18.889725615671882, 23.929488498148938, 26.950129967582292, 20.073648761388718, 10.157007157208154]",1,0,0.7893911153651736
"[10.661053571349846, 4.795116745004245, 27.15282285786564, 25.647158522737353, 18.24045225214306, 13.50339605089985]",0,5,0.7895090635840016
"[16.931034959372493, 4.128821487114739, 9.065367775133497, 8.00787857854406, 3.7039127843207202, 5.491194089025576, 10.142793538312908, 19.412020033752764, 23.116976754423217]",3,6,0.7895141065718708
"[9.901556402789053, 8.228082698271844, 11.039228831727318, 17.278650293571868, 12.092728105427243, 18.40246975011585, 16.5605585194635, 6.496725398633319]",1,7,0.7895794970555942
"[12.852141231976868, 13.640794791920145, 10.868426244565882, 30.207779587279017, 6.902027615837212, 13.764684635484654, 11.764145892936224]",5,2,0.7895877408297197
"[34.904277071468584, 27.560488063299537, 11.933204125278229, 17.52534451435452, 8.076686225599133]",1,0,0.7896020309163774
"[17.658849992503118, 14.230747202661647, 23.310553727429454, 25.050329899799618, 5.169603757949676, 6.433006279987279, 8.146909139669225]",5,6,0.7896253867204008
"[5.2607052105987115, 16.044727093002543, 9.378726796778796, 12.647724305111442, 11.842243704245384, 3.4817961583635855, 21.025751882051814, 20.31832484984773]",1,7,0.7896678102930708
"[11.632695793407127, 28.21417304413937, 17.641227735115386, 20.23118675261674, 22.280716674721372]",1,4,0.7896994407691672
"[10.317531723585855, 7.427391896929698, 13.778677746044995, 14.008302131062893, 5.609347165882964, 12.62193438417257, 13.552295932645471, 11.981405347981893, 10.703113671693663]",8,6,0.7897638691545578
"[23.88115300199087, 13.861630806644602, 25.454723994002777, 6.565724921184304, 30.236767276177435]",0,4,0.7898050999918254
"[9.1320536910888, 18.11734323314746, 8.271640831054617, 14.309456097798599, 10.757111308794014, 3.9575498322509923, 23.96281703210263, 11.492027973762886]",3,1,0.7898208867411665
"[24.31577280981079, 17.093889358821837, 15.595944644839062, 21.63886291430552, 7.756266124807927, 13.599264147414855]",1,3,0.7899624590495933
"[12.384148054432062, 17.882892162507204, 3.3586294298123116, 8.752915193480574, 10.059319690858459, 12.584799880508983, 16.42683718409371, 8.605604485936885, 9.944853918369791]",5,8,0.7902274182183959
"[10.364946980107277, 24.232478456555306, 8.158081156353834, 23.906761066251516, 13.115990305840286, 20.221742034891786]",4,0,0.7902527173637796
"[17.15873941658322, 16.11621209668749, 16.54411749728366, 6.589797601001416, 13.462055069343869, 5.3208699664441514, 11.720246489812942, 13.087961862843235]",2,7,0.7910945908714754
"[16.94267377951144, 19.33254843548872, 13.41240158999477, 19.93676172969122, 14.536667350142, 15.83894711517183]",2,0,0.7916342936505226
"[8.18550273286779, 14.033455044713815, 9.317320068270334, 11.54087140976111, 9.924919268586423, 10.579427346105323, 10.412001231217205, 7.7802551922952885, 7.116085960565475, 11.110161745617235]",9,1,0.7916911202706465
"[14.937064682963921, 14.314128053156965, 15.470039129893369, 13.182156569146409, 13.363367787481808, 16.48526160008903, 12.247982177268506]",6,2,0.7917227664667793
"[16.871872299819525, 8.443299007239052, 13.286948316520828, 3.788636055769461, 10.659406492887314, 13.926410549394674, 18.060833434225096, 14.962593844144031]",1,4,0.7920984168183284
"[22.039606462349948, 25.18697336942482, 13.323405874336927, 7.6568690873538685, 31.79314520653444]",4,1,0.7922139569962441
"[4.970630020577013, 18.962298936055802, 35.67375012422627, 15.022777790988524, 10.165741807393108, 15.204801320759294]",3,1,0.7922445396335099
"[18.513722502870372, 14.064844259507, 17.750042734252958, 8.695418022826948, 14.961399017004654, 9.962454530425198, 8.152172902855774, 7.899946030257105]",7,5,0.7929718530840748
"[18.376170816690625, 16.79227949866654, 8.579744562480089, 24.847029208599604, 11.700362841690566, 19.70441307187258]",5,3,0.7930289334168306
"[10.956174070525462, 9.581239884365615, 12.001660749702655, 12.536041932820648, 13.898055411660307, 4.3588285155693045, 8.482111910292161, 7.599278415650044, 20.58660910941382]",1,7,0.7931414417512208
"[11.853986850868422, 17.218716975610207, 7.184359977417739, 13.659063819109493, 11.652221791372556, 5.96776809873584, 12.937895212673466, 3.9726879543560925, 15.553299319856182]",3,1,0.7932683857024391
"[18.26754473966942, 8.841696606198255, 22.34440503778823, 17.87699852677982, 10.105710450839036, 11.420025547552727, 11.143619091172486]",6,1,0.7934313380472849
"[26.36255800287742, 20.729181380817582, 11.106773296230893, 18.495189098136418, 23.306298221937684]",4,3,0.7935704298474702
"[14.435630738296167, 9.533822527089871, 9.85017046699481, 7.567875812425356, 4.74412040684972, 3.52194280232108, 20.996919082406738, 13.603994540594186, 15.745523623022077]",3,1,0.7937923944904179
"[7.434115498814327, 12.877074737875226, 16.923507712099603, 9.077901195961758, 10.380121293986598, 16.241626883989998, 9.92947823118634, 13.0761399629767, 4.060034483109448]",7,4,0.79382151945272
"[15.026211689746772, 19.473872357648617, 16.317166762562785, 5.108396200499768, 19.87359539735117, 8.733860200931224, 15.466897391259671]",1,6,0.7942384086329315
"[23.94262262796185, 9.823090597747315, 27.99911274697539, 22.2396483322403, 15.995525695075141]",3,2,0.7942983241368156
"[12.471021147810161, 14.482911292581967, 5.952106603546942, 15.699186859404337, 27.41977071358141, 13.443985162742292, 10.531018220332891]",0,3,0.7943736997014977
"[17.793975356951194, 8.90645947508785, 10.217140448481896, 18.675074622178126, 13.188631887240726, 6.549475603891716, 4.914666967726559, 15.850439190123941, 3.9041364483179914]",8,6,0.7943847414190057
"[7.655028540644114, 13.07961055665736, 13.376317162471349, 7.777817718925177, 5.3510106253576915, 9.789630862289723, 10.676408199407073, 13.829010982402856, 14.025156720988017, 4.44000863085664]",3,5,0.7944955053296057
"[15.198688593394904, 3.7150765234113856, 7.944382443205726, 4.999199578965366, 19.26734189611062, 11.46709663673859, 11.744855801607539, 11.231877318635249, 14.431481207930615]",8,5,0.7945890287711431
